# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
12/04/2024 00:00:00,Class A,219024000,57.717583,10.586350,Engaged in fishing,0.0,0.0,1.4,310,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,538005170,57.448493,8.830862,Under way using engine,0.0,11.6,48.6,50,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265859000,56.437517,11.073700,Under way using engine,0.0,14.6,81.1,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265859000,56.437517,11.073700,Under way using engine,0.0,14.6,81.1,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,266388000,57.772778,11.617978,Engaged in fishing,0.0,0.0,0.0,322,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265859000,56.437517,11.073700,Under way using engine,0.0,14.6,81.1,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265859000,56.437517,11.073700,Under way using engine,0.0,14.6,81.1,81,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219005513,57.122082,8.600930,Engaged in fishing,0.0,0.0,318.3,145,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190066,56.530068,8.166943,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,636016381,91.000000,0.000000,Unknown value,,,,,9449388,D5FX2,SANTANA,Cargo,,18,127,GPS,7.5,MA JFL - LT KLJ,13/04/2024 22:00:00,AIS,107,20,9,9
12/04/2024 00:00:00,Class A,636016381,91.000000,0.000000,Unknown value,,,,,9449388,D5FX2,SANTANA,Cargo,,18,127,GPS,7.5,MA JFL - LT KLJ,13/04/2024 22:00:00,AIS,107,20,9,9
12/04/2024 00:00:00,Base Station,2194016,55.160008,14.886867,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219001695,55.473572,8.424148,Engaged in fishing,0.0,0.0,0.0,150,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2194016,55.160008,14.886867,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,636016381,91.000000,0.000000,Unknown value,,,,,9449388,D5FX2,SANTANA,Cargo,,18,127,GPS,7.5,MA JFL - LT KLJ,13/04/2024 22:00:00,AIS,107,20,9,9
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265572330,57.109052,12.242442,Under way using engine,,0.0,0.0,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265714460,55.675685,13.058810,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,209467000,55.855803,15.866733,Under way using engine,0.0,14.6,241.1,240,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219000775,56.701595,8.220963,Under way using engine,0.0,0.0,299.3,229,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219000775,56.701595,8.220963,Under way using engine,0.0,0.0,299.3,229,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219014435,57.646040,11.858822,Under way using engine,0.0,0.0,184.6,259,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,305783000,54.464650,11.703367,Under way using engine,0.0,7.9,295.6,293,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,305783000,54.464650,11.703367,Under way using engine,0.0,7.9,295.6,293,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219004242,56.408320,10.923682,Engaged in fishing,0.0,0.0,333.4,84,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,258059000,54.828542,11.088480,Under way using engine,0.0,5.1,257.7,257,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,258059000,54.828542,11.088480,Under way using engine,0.0,5.1,257.7,257,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,AtoN,992111840,54.612945,12.629952,Unknown value,,,,,Unknown,Unknown,WIND FARM BALTIC1NW,Undefined,,60,60,GPS,,Unknown,,AIS,30,30,30,30
12/04/2024 00:00:00,Class A,219008089,56.705237,8.221578,Unknown value,,0.0,198.4,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,258059000,54.828542,11.088480,Under way using engine,0.0,5.1,257.7,257,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,257186000,57.793130,10.744365,Under way using engine,0.0,12.7,130.9,137,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,257186000,57.793130,10.744365,Under way using engine,0.0,12.7,130.9,137,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,244110824,54.571498,15.146307,Under way using engine,0.0,9.2,27.4,29,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219024702,55.963785,11.843210,Under way using engine,,0.0,318.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219031087,55.941693,8.125485,Engaged in fishing,0.0,3.2,356.1,349,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219417000,56.634918,10.760787,Under way sailing,0.0,3.6,316.3,316,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,244519000,54.441412,12.171218,Under way using engine,23.6,16.2,226.2,234,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class B,219022479,57.715848,10.587365,Unknown value,,0.0,141.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219024702,55.963785,11.843210,Under way using engine,,0.0,318.3,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,249923000,55.747883,12.728833,At anchor,0.0,0.0,356.0,339,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219786000,55.642017,4.896800,Under way using engine,0.0,0.0,229.7,230,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219000895,57.592318,9.956903,Unknown value,0.0,0.0,93.0,12,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,566598000,57.795017,10.044690,Under way using engine,-2.2,8.7,81.9,86,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,566598000,57.795017,10.044690,Under way using engine,-2.2,8.7,81.9,86,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,249923000,55.747883,12.728833,At anchor,0.0,0.0,356.0,339,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219423000,54.530950,11.938617,Under way using engine,1.1,11.2,171.0,171,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,245341000,55.099558,7.821360,Engaged in fishing,0.0,3.2,104.0,99,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,249923000,55.747883,12.728833,At anchor,0.0,0.0,356.0,339,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190071,57.110042,8.648280,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,566598000,57.795017,10.044690,Under way using engine,-2.2,8.7,81.9,86,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219423000,54.530950,11.938617,Under way using engine,1.1,11.2,171.0,171,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,245265000,56.702415,8.220063,Engaged in fishing,0.0,0.0,236.5,232,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,305810000,57.648252,11.279927,Under way using engine,0.0,7.5,279.1,280,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,309586000,91.000000,0.000000,Unknown value,,,,,9386225,C6WE6,NORDIC RAY,Cargo,,25,148,GPS,7.7,DK EBJ,11/04/2024 21:00:00,AIS,25,123,21,4
12/04/2024 00:00:00,Base Station,2190071,57.110042,8.648280,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190071,57.110042,8.648280,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190071,57.110042,8.648280,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,309586000,91.000000,0.000000,Unknown value,,,,,9386225,C6WE6,NORDIC RAY,Cargo,,25,148,GPS,7.7,DK EBJ,11/04/2024 21:00:00,AIS,25,123,21,4
12/04/2024 00:00:00,Class A,220182000,56.003708,8.122688,Engaged in fishing,0.0,0.0,346.0,63,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219003217,55.093938,10.239247,Under way using engine,0.0,0.0,,108,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219024177,56.095328,12.458118,Under way using engine,,2.7,1.6,13,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,211411230,54.445138,12.583932,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219003217,55.093938,10.239247,Under way using engine,0.0,0.0,,108,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,230941700,55.112917,12.656540,Under way using engine,0.0,10.4,4.2,2,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,230683000,57.411472,8.396607,Under way using engine,0.0,10.3,236.7,236,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,230683000,57.411472,8.396607,Under way using engine,0.0,10.3,236.7,236,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,257064490,57.718050,10.601483,Under way using engine,0.0,0.1,339.0,53,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class B,219023384,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,DAY OFF,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219443000,57.941213,10.582667,Engaged in fishing,0.0,6.7,189.6,205,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219381000,55.477332,8.416978,Under way using engine,0.0,0.1,330.4,332,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Base Station,2190068,56.447258,10.945872,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,253311000,54.262517,12.102467,Under way using engine,0.0,10.6,186.0,187,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,218035850,54.942500,10.258460,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219001058,55.099738,14.693137,Under way using engine,0.0,0.0,346.0,9,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219002418,55.248012,14.836027,Under way using engine,,0.0,278.8,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,220619000,55.807927,10.645283,Under way using engine,0.0,0.0,236.6,51,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,265808520,57.771990,11.619097,Under way using engine,0.0,0.0,145.8,52,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,352003809,56.241515,7.176962,Under way using engine,0.0,11.4,35.0,33,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,220619000,55.807927,10.645283,Under way using engine,0.0,0.0,236.6,51,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,229077000,57.317778,8.753715,Under way using engine,0.0,17.2,239.2,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,352003809,56.241515,7.176962,Under way using engine,0.0,11.4,35.0,33,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
12/04/2024 00:00:00,Class A,219000647,55.042367,9.423302,Under way using engine,0.0,0.0,30.0,269,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
